,error,knn__n_neighbors,mean,rca__chunk_size,rca__num_chunks,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
48,Cascading:low >= high,2,0.0,2,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20088660717010498,2.4360230445861815,0.019590926170349122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
49,Cascading:low >= high,2,0.0,2,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2049863338470459,2.502812695503235,0.019590926170349122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
50,Cascading:low >= high,2,0.4596354166666667,3,10,0.5064935064935064,0.47368421052631576,0.4025974025974026,0.4025974025974026,0.4025974025974026,0.4805194805194805,0.5194805194805194,0.4935064935064935,0.37662337662337664,0.5394736842105263,0.05530179357162494,0.20908606052398682,2.515773129463196,0.020296478271484376,0.8275462962962963,0.8321273516642547,0.8208092485549133,0.8321273516642547,0.8205499276410999,0.8379160636758322,0.829232995658466,0.8248914616497829,0.8321273516642547,0.8162083936324168,0.8294797687861272,0.006379707803484188,RCA+kNN,pima-indians
51,Cascading:low >= high,2,0.3971354166666667,3,50,0.37662337662337664,0.3684210526315789,0.4025974025974026,0.4675324675324675,0.35064935064935066,0.42857142857142855,0.44155844155844154,0.36363636363636365,0.44155844155844154,0.32894736842105265,0.04370178727577677,0.21318578720092773,2.577711796760559,0.020995545387268066,0.8301504629629629,0.8306801736613604,0.8251445086705202,0.8277858176555717,0.8335745296671491,0.8306801736613604,0.8335745296671491,0.8321273516642547,0.8248914616497829,0.8205499276410999,0.8424855491329479,0.005749352833423336,RCA+kNN,pima-indians
52,Cascading:low >= high,2,0.3984375,3,100,0.38961038961038963,0.40789473684210525,0.4025974025974026,0.44155844155844154,0.36363636363636365,0.4675324675324675,0.4155844155844156,0.4155844155844156,0.3246753246753247,0.35526315789473684,0.03990264127376039,0.21728551387786865,2.6705520391464233,0.021697998046875,0.8285590277777778,0.8263386396526773,0.8236994219653179,0.8248914616497829,0.8335745296671491,0.8364688856729378,0.8364688856729378,0.8335745296671491,0.8191027496382055,0.8263386396526773,0.8251445086705202,0.00568726121876342,RCA+kNN,pima-indians
53,Cascading:low >= high,2,0.0,3,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22138524055480957,2.759553623199463,0.021697998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
54,Cascading:low >= high,2,0.0,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254849672317505,2.8141390562057493,0.021697998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
55,Cascading:low >= high,2,0.40625,5,10,0.3246753246753247,0.32894736842105265,0.4025974025974026,0.5974025974025974,0.37662337662337664,0.4155844155844156,0.4935064935064935,0.44155844155844154,0.36363636363636365,0.3157894736842105,0.08307020249758362,0.2295846939086914,2.82515926361084,0.022392010688781737,0.8356481481481481,0.8408104196816208,0.8265895953757225,0.8277858176555717,0.8350217076700435,0.8509406657018813,0.8350217076700435,0.8379160636758322,0.8350217076700435,0.8277858176555717,0.8395953757225434,0.006986424867608599,RCA+kNN,pima-indians
56,Cascading:low >= high,2,0.37890625,5,50,0.35064935064935066,0.3815789473684211,0.33766233766233766,0.37662337662337664,0.37662337662337664,0.4155844155844156,0.45454545454545453,0.3246753246753247,0.4025974025974026,0.3684210526315789,0.03632610411405469,0.23368442058563232,2.872341012954712,0.02309727668762207,0.8317418981481481,0.8277858176555717,0.8294797687861272,0.8306801736613604,0.8350217076700435,0.8465991316931982,0.8263386396526773,0.8321273516642547,0.829232995658466,0.8277858176555717,0.8323699421965318,0.0055233412010131456,RCA+kNN,pima-indians
57,Cascading:low >= high,2,0.0,5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23778414726257324,2.902319812774658,0.02309727668762207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
